Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
233,Southeast Missouri State,30,12,18,0.4,-10.06,-5.14,9.0,9.0,9,5,3,10,71.8,75.5,,26.8,61.5,0.436,4.13,14.0,0.295,14.0,22.5,0.62,14.7,40.5,13.2,7.33,4.2,18.4,21.2
234,Southeastern Louisiana,28,10,18,0.357,-19.29,-12.41,7.0,9.0,5,7,4,11,73.4,79.0,,25.3,63.0,0.402,7.11,23.6,0.302,15.6,22.7,0.687,14.1,40.0,11.5,5.71,2.93,17.0,21.0
235,Southern,27,10,17,0.37,-18.55,-11.38,5.0,9.0,7,7,2,9,80.5,84.1,40.4,29.8,69.3,0.43,6.04,19.4,0.311,14.9,23.6,0.632,15.3,38.5,15.1,10.6,2.26,16.1,21.6
236,Southern California NCAA,28,17,11,0.607,14.51,10.16,12.0,6.0,11,2,6,8,79.6,76.3,40.0,27.0,61.1,0.441,6.43,18.6,0.346,19.3,27.5,0.699,15.1,37.3,14.9,9.25,2.96,18.6,22.0
237,Southern Illinois,30,13,17,0.433,2.83,3.43,6.0,12.0,5,6,6,7,72.8,73.4,40.2,26.7,60.3,0.442,8.23,23.3,0.354,11.2,17.2,0.65,13.0,37.4,15.9,7.3,2.3,16.0,19.1
238,Southern Methodist,28,16,12,0.571,2.41,1.75,7.0,9.0,8,4,7,7,68.3,65.6,40.0,24.2,57.5,0.421,5.82,18.5,0.314,14.1,20.5,0.686,13.4,35.9,12.7,7.43,2.11,11.6,16.0
239,Southern Mississippi,27,12,15,0.444,0.26,0.78,6.0,8.0,9,3,2,11,61.1,61.6,,21.8,50.8,0.43,3.0,9.56,0.314,14.5,21.1,0.685,11.5,36.5,11.9,5.74,2.96,15.8,16.2
240,Southern Utah,26,9,17,0.346,-8.0,1.77,,,8,3,1,12,62.8,67.2,,23.6,54.5,0.433,4.92,15.6,0.315,10.6,16.9,0.627,10.9,33.3,13.3,8.08,2.96,16.3,20.3
241,St. Bonaventure,28,14,14,0.5,5.28,5.03,5.0,11.0,8,5,3,9,69.9,69.6,40.5,24.9,62.4,0.399,6.0,19.8,0.303,14.1,21.6,0.654,15.0,37.5,13.6,9.54,4.64,14.0,21.1
242,St. Francis (NY),28,13,15,0.464,-13.33,-9.15,7.0,11.0,7,5,5,10,65.0,69.2,40.4,22.8,55.9,0.408,5.79,18.6,0.312,13.6,19.3,0.707,11.7,34.6,10.6,7.04,5.71,15.1,19.3
243,St. John's (NY),27,13,14,0.481,8.36,8.25,8.0,10.0,7,8,6,6,67.2,67.1,40.6,21.9,52.6,0.415,3.56,13.0,0.274,20.0,29.7,0.673,16.1,42.8,12.9,6.3,3.07,18.9,19.2
244,Stanford NCAA,30,22,8,0.733,19.89,9.21,12.0,6.0,12,0,6,6,80.9,69.0,40.5,27.4,61.2,0.448,7.4,19.0,0.389,18.7,25.1,0.746,14.6,40.2,17.8,6.93,3.9,13.9,19.7
245,Stephen F. Austin,27,12,15,0.444,-14.0,-8.12,8.0,8.0,8,3,3,9,75.9,77.7,,26.1,61.5,0.425,6.07,18.6,0.327,17.5,27.0,0.648,15.0,40.3,17.0,11.6,2.56,20.5,20.7
246,Stetson,27,9,18,0.333,-15.06,-9.02,5.0,11.0,7,7,2,10,62.2,66.7,40.2,20.2,47.2,0.427,4.7,13.1,0.359,17.1,23.9,0.717,10.9,33.1,11.9,5.44,2.07,16.1,19.2
247,Syracuse,32,19,13,0.594,12.87,6.96,9.0,9.0,9,7,7,4,74.9,69.0,40.5,27.4,63.0,0.435,7.28,20.0,0.365,12.8,19.9,0.642,14.3,39.3,16.1,9.94,4.63,15.2,19.0
248,TCU,35,22,13,0.629,10.36,4.02,7.0,9.0,14,3,2,7,83.7,77.4,40.0,30.7,69.9,0.439,6.74,19.3,0.35,15.6,21.4,0.729,16.6,41.8,15.9,8.2,4.54,13.6,18.9
249,Temple NCAA,31,20,11,0.645,14.67,9.02,10.0,6.0,9,3,6,6,66.3,60.6,41.1,23.0,57.7,0.398,5.81,20.0,0.291,14.5,21.9,0.662,15.8,39.1,11.2,8.1,3.77,10.5,13.5
250,Tennessee,27,11,16,0.407,1.98,6.35,4.0,12.0,11,5,0,10,57.2,61.6,,19.1,48.7,0.393,3.59,11.4,0.315,15.3,22.1,0.693,12.4,36.6,10.9,6.26,4.26,18.6,19.8
251,Tennessee State,27,9,18,0.333,-11.57,-6.01,7.0,11.0,6,3,2,14,73.6,79.1,,27.0,65.5,0.412,7.81,23.1,0.338,11.7,18.6,0.63,12.8,36.6,13.8,9.0,3.81,14.9,19.6
252,Tennessee Tech,28,15,13,0.536,-8.28,-7.86,10.0,8.0,9,4,6,6,75.8,72.8,,28.4,59.7,0.476,6.11,16.3,0.376,12.8,20.1,0.635,13.3,41.4,14.8,7.07,6.11,17.1,17.7
253,Tennessee-Martin,27,11,16,0.407,-10.62,-7.06,8.0,10.0,8,5,2,11,68.2,70.7,,25.3,55.4,0.457,5.11,15.3,0.335,12.4,18.1,0.689,10.9,34.0,16.7,9.96,2.3,19.0,17.7
254,Texas NCAA,30,18,12,0.6,12.34,9.47,10.0,6.0,12,1,4,9,76.3,73.5,,26.0,63.0,0.413,7.4,23.0,0.322,16.9,24.7,0.683,15.2,38.8,12.8,9.33,4.4,15.4,22.9
255,Texas A&M,27,9,18,0.333,2.43,5.65,3.0,13.0,7,6,2,9,65.0,68.2,40.6,24.0,56.6,0.423,4.56,13.5,0.338,12.5,20.2,0.618,13.2,37.2,15.1,8.63,3.07,17.4,22.2
256,Texas Southern,28,12,16,0.429,-15.22,-9.99,6.0,8.0,8,2,1,13,71.9,76.1,,25.1,62.6,0.401,6.21,22.0,0.282,15.5,23.1,0.671,15.4,38.6,12.5,6.79,1.82,14.8,20.9
257,Texas State NCAA,29,16,13,0.552,-7.54,-7.72,10.0,6.0,11,0,2,9,70.5,69.4,,24.1,54.4,0.442,5.59,15.4,0.362,16.8,23.8,0.706,12.3,37.9,11.4,6.41,2.21,16.5,21.6
258,Texas Tech,28,19,9,0.679,12.51,6.73,10.0,6.0,9,3,7,4,80.1,74.3,40.4,27.8,58.8,0.473,7.18,17.7,0.406,17.3,24.4,0.709,13.3,40.0,16.2,5.75,3.46,16.1,17.5
259,Texas-Rio Grande Valley,28,3,25,0.107,-17.34,-2.61,1.0,17.0,3,9,0,15,55.5,67.9,,19.4,50.6,0.384,4.86,17.2,0.283,11.8,19.6,0.601,12.7,30.2,12.0,6.68,1.29,17.1,18.6
260,The Citadel,27,13,14,0.481,-8.78,-6.13,6.0,8.0,9,6,4,7,70.7,68.8,,25.2,57.8,0.436,5.41,16.3,0.332,14.9,22.6,0.658,12.3,37.1,13.3,5.56,5.48,12.1,11.7
261,Toledo,27,13,14,0.481,-0.03,-0.07,6.0,12.0,10,4,3,10,71.9,70.6,,24.3,52.2,0.465,6.19,16.6,0.373,17.1,25.1,0.683,12.7,36.2,13.1,5.41,2.19,17.3,19.4
262,Towson,28,9,19,0.321,-7.54,-3.15,5.0,13.0,6,7,2,11,74.5,78.9,,25.7,54.8,0.469,5.46,15.6,0.35,17.6,25.3,0.698,12.0,35.3,14.0,7.71,2.07,18.3,20.8
263,Troy,27,16,11,0.593,-9.07,-7.03,10.0,6.0,7,4,7,7,79.1,80.7,,28.1,67.3,0.417,8.85,25.6,0.345,14.1,21.1,0.67,14.0,39.7,14.3,7.96,2.96,15.6,16.7
264,Tulane,31,20,11,0.645,7.98,3.01,11.0,3.0,12,2,8,4,74.1,67.5,40.0,26.5,55.7,0.477,5.35,16.0,0.335,15.6,24.6,0.636,12.5,36.0,16.2,10.4,5.58,17.5,18.4
265,Tulsa NCAA,34,24,10,0.706,15.0,5.53,12.0,4.0,12,1,8,5,72.4,63.0,40.4,24.8,56.6,0.438,6.53,19.1,0.342,16.3,24.7,0.659,15.2,41.0,15.2,7.94,3.74,16.3,18.9
266,UAB,32,18,14,0.563,3.08,2.08,7.0,7.0,10,4,4,7,66.9,65.9,40.3,23.4,57.6,0.407,5.91,17.0,0.347,14.2,21.8,0.648,13.8,37.7,10.7,7.25,3.22,14.6,20.6
267,UC Irvine,26,1,25,0.038,-20.05,1.19,1.0,15.0,1,11,0,14,58.2,79.5,,21.2,51.1,0.416,2.15,9.5,0.227,13.6,22.1,0.617,11.7,32.2,10.7,6.81,2.69,21.2,19.2
268,UC Santa Barbara,27,12,15,0.444,-4.97,-0.89,7.0,9.0,11,3,1,11,69.0,71.7,,24.1,53.2,0.454,4.93,12.9,0.381,15.8,22.1,0.714,12.1,35.5,13.7,5.96,2.52,16.7,19.3
269,UCF,26,7,19,0.269,-18.28,-8.78,4.0,12.0,5,8,2,9,68.8,76.5,,24.3,59.9,0.406,6.85,20.6,0.332,13.4,20.0,0.668,13.2,36.7,11.9,6.23,2.77,17.9,21.4
270,UCLA NCAA,32,24,8,0.75,16.62,10.43,15.0,3.0,13,3,8,3,79.9,73.8,40.6,29.1,56.0,0.52,3.91,11.4,0.343,17.8,26.5,0.671,12.1,37.7,16.7,8.09,3.84,17.9,17.7
271,UNC Asheville,28,18,10,0.643,-7.1,-5.39,11.0,3.0,7,1,9,8,69.0,69.2,,24.6,52.9,0.466,4.07,12.5,0.325,15.6,23.9,0.653,10.9,35.5,14.4,8.93,4.18,17.3,16.9
272,UNC Greensboro,30,10,20,0.333,-9.75,-4.15,6.0,8.0,5,6,3,9,63.2,68.8,,22.1,53.1,0.416,6.27,17.0,0.368,12.7,19.2,0.664,12.4,33.9,11.8,6.23,2.47,14.8,19.0
273,UNC Wilmington,30,16,14,0.533,-1.86,0.28,10.0,6.0,10,2,4,9,58.9,61.0,,22.2,51.3,0.433,4.67,12.7,0.367,9.77,15.0,0.653,9.67,30.0,11.6,6.37,1.4,11.9,17.0
274,UT Arlington,27,12,15,0.444,-15.28,-8.16,8.0,8.0,9,3,3,11,65.6,71.1,,23.6,57.0,0.414,6.67,19.6,0.34,11.8,19.6,0.601,14.2,36.1,12.3,6.52,2.07,15.6,17.4
275,Utah NCAA,33,29,4,0.879,17.58,5.46,15.0,1.0,13,1,10,1,74.4,61.7,,26.8,54.1,0.496,5.03,14.0,0.359,15.7,21.6,0.725,10.8,37.9,17.4,6.21,3.27,14.1,18.1
276,Utah State,29,20,9,0.69,4.29,-0.94,12.0,4.0,14,3,5,5,68.6,61.4,40.3,24.0,50.0,0.479,3.66,11.0,0.333,17.0,25.0,0.682,12.7,37.4,12.4,4.76,0.9,14.2,16.1
277,UTEP,26,13,13,0.5,2.45,5.32,6.0,10.0,11,4,1,9,67.2,66.7,40.2,22.1,52.6,0.42,5.65,16.5,0.343,17.3,23.8,0.727,11.5,35.0,12.3,5.42,2.81,13.3,19.9
278,UTSA,26,9,17,0.346,-14.47,-8.26,4.0,12.0,7,5,1,11,74.8,79.6,,26.3,58.9,0.446,6.27,17.0,0.369,16.0,24.1,0.665,12.3,35.1,15.5,8.5,2.81,17.1,21.5
279,Valparaiso NCAA,31,24,7,0.774,3.71,-4.98,13.0,3.0,11,2,9,3,76.0,66.1,40.5,27.0,57.5,0.47,6.03,15.5,0.389,15.9,23.6,0.673,14.3,38.2,15.5,7.97,2.77,15.2,21.7
280,Vanderbilt NCAA,31,19,12,0.613,11.55,7.78,9.0,7.0,13,3,5,6,69.5,65.5,40.3,22.8,51.4,0.444,5.71,16.6,0.344,18.2,25.7,0.706,10.6,31.8,14.8,9.71,1.94,15.6,16.8
281,Vermont,27,14,13,0.519,-8.88,-6.54,7.0,11.0,10,4,4,8,68.6,70.7,,23.6,60.5,0.391,6.26,20.1,0.311,15.1,23.4,0.645,13.9,38.5,13.1,7.33,4.3,14.4,18.9
282,Villanova NCAA,34,24,10,0.706,16.62,9.44,12.0,6.0,11,3,8,5,75.1,67.9,40.0,26.2,56.8,0.462,5.41,16.5,0.327,17.2,24.8,0.694,15.1,40.6,15.2,8.44,6.09,16.3,18.8
283,Virginia NCAA,31,18,13,0.581,13.84,11.13,7.0,9.0,11,3,4,8,67.7,65.0,40.2,24.3,56.9,0.427,6.61,18.3,0.362,12.6,18.7,0.674,12.8,37.0,12.5,5.42,4.29,12.5,17.9
284,Virginia Commonwealth,27,14,13,0.519,2.01,-0.14,9.0,7.0,9,5,4,7,70.7,68.6,40.4,25.5,55.8,0.457,5.93,16.2,0.366,13.8,21.1,0.651,12.8,37.6,16.1,6.89,3.37,14.9,17.1
285,VMI,28,12,16,0.429,-11.5,-4.86,7.0,7.0,7,5,4,10,77.5,78.1,,27.6,66.0,0.418,7.07,20.6,0.343,15.3,22.7,0.674,13.7,36.8,12.5,10.0,2.75,14.8,21.8
286,Virginia Tech,31,15,16,0.484,6.37,5.07,7.0,9.0,10,4,4,8,62.4,60.2,,22.2,51.0,0.436,3.97,11.4,0.347,14.0,21.0,0.665,11.2,32.2,13.5,7.42,2.26,13.4,17.2
287,Wagner,27,10,17,0.37,-11.19,-6.78,7.0,11.0,6,7,3,9,72.3,76.7,,25.3,63.4,0.399,5.63,16.8,0.335,16.1,22.1,0.726,14.0,38.1,14.4,8.22,3.48,15.6,20.6
288,Wake Forest NCAA,31,24,7,0.774,20.94,10.27,11.0,5.0,12,3,10,2,69.0,58.3,40.2,23.6,50.8,0.465,6.52,18.0,0.363,15.2,22.0,0.69,11.1,38.4,13.0,4.16,5.87,14.6,14.7
289,Washington,28,17,11,0.607,10.83,8.27,10.0,8.0,12,3,5,8,75.2,72.3,40.0,26.4,54.6,0.483,4.79,13.1,0.365,17.6,25.3,0.698,13.0,37.1,16.9,7.36,3.79,20.6,18.6
290,Washington State,30,13,17,0.433,8.23,7.89,5.0,13.0,9,5,3,10,74.8,74.1,,26.8,58.3,0.459,6.43,16.2,0.397,14.8,22.0,0.675,12.6,35.5,14.8,6.77,3.5,16.2,20.9
291,Weber State,28,15,13,0.536,-3.62,-2.43,9.0,7.0,10,3,3,9,78.3,79.4,,27.6,60.0,0.46,7.29,19.5,0.374,15.8,22.8,0.69,12.3,36.0,16.9,7.39,2.04,15.9,22.4
292,West Virginia,31,21,10,0.677,14.45,7.35,11.0,7.0,12,4,7,5,80.7,73.6,,30.3,63.9,0.474,4.65,14.0,0.331,15.4,23.8,0.647,15.4,39.7,17.1,9.97,3.48,15.5,17.5
293,Western Carolina,27,14,13,0.519,-11.08,-4.46,7.0,7.0,10,1,4,11,73.7,74.5,,25.7,56.6,0.454,4.19,11.7,0.359,18.2,24.9,0.732,12.6,36.4,14.0,7.33,2.41,17.7,18.7
294,Western Illinois,29,19,10,0.655,-1.3,-5.71,11.0,5.0,8,4,8,3,75.6,69.4,,28.3,57.1,0.495,6.41,16.3,0.393,12.6,20.2,0.624,12.6,37.0,18.6,7.17,3.14,15.8,17.5
295,Western Kentucky,27,12,15,0.444,-4.67,-1.13,9.0,9.0,7,5,5,9,70.4,72.9,,25.1,59.0,0.427,7.41,21.6,0.343,12.7,16.0,0.79,11.6,31.4,13.9,7.07,2.15,14.4,20.6
296,Western Michigan,28,14,14,0.5,-0.4,0.81,9.0,9.0,9,5,5,8,66.9,68.1,40.4,24.0,52.3,0.458,4.5,11.5,0.39,14.5,20.0,0.726,9.89,31.9,12.4,7.18,2.5,0.0,18.8
297,Wichita State,27,14,13,0.519,5.89,1.67,8.0,10.0,10,5,4,7,67.2,63.0,40.4,23.1,54.7,0.422,7.07,20.6,0.344,13.9,20.5,0.679,13.6,37.3,14.6,6.52,1.59,14.9,21.9
298,William & Mary,28,12,16,0.429,-3.62,-1.18,8.0,8.0,8,4,4,10,65.4,67.1,40.0,23.0,57.3,0.401,6.0,18.9,0.317,13.5,20.5,0.656,13.5,35.9,11.5,6.18,3.21,0.0,18.7
299,Winthrop,27,12,15,0.444,-15.08,-7.08,5.0,9.0,9,5,3,10,71.3,71.9,,25.3,59.1,0.428,6.15,18.9,0.326,14.6,23.1,0.63,13.2,38.7,14.0,8.22,4.07,0.0,20.3
300,Wisconsin NCAA,28,18,10,0.643,13.2,9.42,11.0,7.0,12,2,5,7,59.1,55.3,40.2,20.4,49.7,0.41,4.89,14.5,0.337,13.5,20.3,0.663,11.4,34.0,11.9,6.68,3.46,15.1,20.1
301,Wofford,27,7,20,0.259,-15.42,-4.09,,,7,6,0,14,65.0,73.6,,22.9,60.4,0.378,7.0,21.8,0.321,12.3,19.4,0.63,12.9,33.1,11.4,6.41,1.93,0.0,22.8
302,Wright State,27,7,20,0.259,-6.83,0.29,5.0,11.0,6,10,1,10,65.3,70.7,,24.9,57.4,0.433,6.07,17.2,0.353,9.52,13.4,0.71,11.4,30.7,13.6,6.67,1.33,0.0,15.0
303,Wyoming,28,12,16,0.429,2.15,2.71,8.0,8.0,8,3,3,10,72.3,72.5,,22.9,53.9,0.424,6.11,18.1,0.337,20.4,27.7,0.737,12.8,32.1,11.8,5.43,3.29,0.0,20.0
304,Xavier NCAA,29,23,6,0.793,16.14,5.28,13.0,3.0,13,2,9,2,83.2,72.3,41.0,28.9,59.2,0.488,5.28,15.7,0.337,20.1,27.8,0.725,14.8,38.0,18.3,11.0,2.76,19.2,19.9
305,Yale,26,10,16,0.385,-11.41,-6.73,3.0,11.0,5,7,3,9,63.1,66.6,40.8,22.5,53.8,0.418,5.54,16.3,0.34,12.5,19.1,0.657,11.5,35.3,11.9,7.35,2.35,0.0,18.4
306,Youngstown State,27,9,18,0.333,-10.49,-7.1,4.0,12.0,5,8,4,9,63.4,65.9,,22.2,53.4,0.415,5.81,17.6,0.331,13.3,19.3,0.688,12.3,33.8,12.1,5.33,1.44,0.0,16.3
