Rk,School,G,W,L,W-L%,SRS,SOS,Conf_W,Conf_L,Home_W,Home_L,Away_W,Away_L,Tm.,Opp.,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
51,Columbia,26,10,16,0.385,-14.77,-6.89,5.0,9.0,7,4,3,10,58.5,65.1,,20.6,49.2,0.419,5.19,17.4,0.298,12.0,19.2,0.627,8.42,28.8,11.9,9.04,1.73,14.3,19.0
52,Connecticut NCAA,36,34,2,0.944,24.73,8.79,16.0,2.0,13,2,12,0,77.3,61.3,40.1,27.4,58.6,0.467,4.83,14.1,0.344,17.6,24.1,0.732,14.0,40.3,15.3,7.97,4.19,14.5,16.7
53,Coppin State,29,15,14,0.517,-6.87,-6.97,14.0,4.0,7,2,7,10,68.7,68.6,,22.0,56.7,0.388,7.48,20.3,0.368,17.1,24.3,0.706,13.8,36.7,11.5,7.97,2.76,16.4,20.6
54,Cornell,26,11,15,0.423,-9.95,-7.83,6.0,8.0,5,7,5,7,64.1,65.8,,23.6,54.9,0.43,5.42,16.8,0.323,11.5,18.2,0.629,12.6,37.3,11.9,6.58,3.81,15.7,18.8
55,Creighton NCAA,31,22,9,0.71,12.26,4.87,11.0,7.0,12,2,6,6,76.0,68.6,40.0,25.8,56.7,0.455,7.61,19.9,0.382,16.8,23.5,0.714,13.7,36.3,14.5,9.23,2.94,15.4,19.3
56,Dartmouth,26,14,12,0.538,-10.06,-7.22,10.0,4.0,8,5,6,7,64.3,66.4,40.0,22.2,53.2,0.416,7.12,19.4,0.367,12.9,18.4,0.703,10.6,36.1,12.9,5.77,3.46,15.5,16.1
57,Davidson,27,16,11,0.593,-1.47,-5.63,11.0,5.0,9,3,6,5,76.2,68.3,,27.4,59.0,0.464,7.07,19.9,0.356,14.4,21.7,0.664,14.0,37.6,16.7,9.04,2.67,16.7,19.6
58,Dayton,28,11,17,0.393,5.26,5.47,5.0,11.0,9,6,1,9,67.9,68.1,,22.8,57.5,0.395,6.21,19.1,0.326,16.1,22.2,0.727,13.7,36.4,12.7,7.25,2.89,15.7,18.8
59,Delaware NCAA,31,25,6,0.806,1.6,-7.92,15.0,3.0,13,1,11,4,77.2,67.7,40.3,26.8,57.3,0.468,6.68,17.9,0.372,17.0,23.4,0.726,10.2,36.3,14.5,7.55,4.48,14.7,17.3
60,Delaware State,27,8,19,0.296,-20.11,-11.88,5.0,13.0,4,5,3,12,74.3,81.6,,24.8,59.0,0.42,7.48,20.3,0.369,16.8,24.3,0.691,14.1,35.7,11.7,7.85,3.48,19.5,23.0
61,Denver,27,10,17,0.37,-10.09,-4.12,,,7,5,3,12,73.6,79.6,40.2,26.3,62.6,0.419,7.19,21.0,0.342,13.9,19.1,0.73,11.2,37.9,15.1,4.78,3.78,15.3,16.3
62,DePaul,31,18,13,0.581,9.21,8.02,10.0,6.0,11,3,6,8,72.7,71.5,,26.2,61.2,0.428,5.74,18.0,0.32,14.5,21.6,0.673,17.1,40.9,12.9,8.03,1.68,15.1,18.1
63,Detroit Mercy NCAA,31,25,6,0.806,8.1,-0.17,12.0,2.0,11,0,9,5,63.4,55.3,,21.8,50.0,0.437,6.32,17.5,0.362,13.4,17.8,0.752,10.4,33.3,12.6,6.1,2.65,12.5,16.7
64,Drake,27,10,17,0.37,-1.89,5.23,5.0,13.0,9,5,0,10,65.1,70.9,,21.8,54.3,0.401,7.3,22.5,0.324,14.3,20.8,0.685,11.5,33.7,13.7,8.41,1.11,17.2,18.8
65,Drexel,29,20,9,0.69,-1.64,-6.78,15.0,3.0,10,1,7,6,70.2,65.1,40.2,25.2,57.4,0.438,6.14,17.5,0.35,13.7,20.9,0.658,13.0,38.2,14.6,5.48,2.1,13.4,19.3
66,Duke NCAA,39,37,2,0.949,34.79,10.12,16.0,0.0,14,0,9,0,91.8,67.2,40.1,31.9,62.1,0.514,7.51,18.9,0.396,20.5,29.1,0.705,15.1,42.2,16.2,8.95,6.28,14.7,18.3
67,Duquesne,28,5,23,0.179,-7.3,4.58,1.0,15.0,4,9,1,11,61.9,72.1,40.4,20.6,56.5,0.365,5.07,17.1,0.296,15.6,24.3,0.642,14.4,37.6,9.46,6.75,3.86,16.0,17.9
68,East Carolina,27,13,14,0.481,-3.47,-2.59,7.0,9.0,8,4,5,9,63.2,63.7,40.6,22.3,52.4,0.426,5.93,16.5,0.359,12.6,19.3,0.655,11.5,35.3,13.4,5.11,3.78,15.0,17.4
69,East Tennessee State,28,17,11,0.607,-6.66,-6.42,9.0,7.0,10,4,6,6,72.4,69.2,,25.8,55.3,0.466,5.07,13.4,0.38,15.8,24.1,0.653,13.5,36.5,15.0,7.11,1.43,15.9,20.5
70,Eastern Illinois,29,13,16,0.448,-6.9,-3.83,8.0,10.0,9,4,4,11,71.5,73.6,40.5,25.7,59.7,0.431,7.62,20.0,0.382,12.4,18.1,0.687,13.0,35.1,15.3,7.66,2.76,14.4,18.0
71,Eastern Kentucky,26,3,23,0.115,-19.17,-3.01,2.0,16.0,2,9,1,13,65.5,80.9,40.4,23.8,59.8,0.398,6.12,18.3,0.334,11.8,18.2,0.648,12.2,34.6,11.9,6.46,2.35,17.1,19.3
72,Eastern Michigan,25,5,20,0.2,-5.79,4.17,5.0,13.0,2,9,3,9,59.6,69.6,40.4,21.8,55.6,0.392,4.6,15.6,0.294,11.4,18.8,0.605,14.2,36.1,10.8,8.12,3.88,19.2,20.7
73,Eastern Washington,27,10,17,0.37,-5.3,-0.62,7.0,9.0,7,7,2,8,73.7,76.7,,26.4,62.3,0.424,8.93,24.0,0.371,11.9,18.7,0.636,11.8,36.8,14.9,8.33,3.0,15.1,21.5
74,Evansville NCAA,33,23,10,0.697,5.9,3.74,13.0,5.0,10,3,10,4,75.8,71.8,40.2,26.6,52.7,0.505,6.94,17.1,0.407,15.6,20.2,0.772,8.09,32.5,17.2,6.3,1.85,15.8,17.9
75,Fairfield,27,12,15,0.444,-4.7,-1.77,7.0,11.0,6,6,6,7,78.2,81.1,40.0,27.0,63.5,0.425,6.07,21.0,0.289,18.2,30.5,0.596,16.6,39.6,13.7,10.4,3.3,19.5,25.1
76,FDU,28,12,16,0.429,-8.53,-6.75,9.0,11.0,7,6,5,9,65.8,66.8,,22.4,52.0,0.432,5.71,18.3,0.312,15.3,24.1,0.634,14.7,38.3,12.6,7.54,4.43,19.8,20.5
77,Florida NCAA,31,22,9,0.71,15.76,5.7,10.0,6.0,14,1,4,6,80.3,70.2,40.3,26.8,56.7,0.473,9.32,24.6,0.379,17.3,24.5,0.703,11.5,35.7,16.0,10.0,3.84,17.9,19.8
78,Florida A&M NCAA,31,12,19,0.387,-14.6,-9.76,8.0,11.0,5,8,3,10,72.6,77.5,,24.8,64.0,0.387,4.81,17.1,0.281,18.2,29.2,0.624,18.3,43.7,10.2,9.84,2.97,18.6,23.7
79,Florida Atlantic,26,6,20,0.231,-15.89,-4.85,3.0,13.0,5,6,1,14,72.1,82.4,40.6,24.1,59.2,0.407,7.5,22.8,0.329,16.4,24.0,0.684,12.2,31.8,12.7,10.5,1.69,16.6,22.1
80,Florida International,29,13,16,0.448,0.84,0.91,7.0,7.0,8,4,3,11,69.3,69.4,,24.4,53.7,0.455,7.31,20.1,0.364,13.2,19.6,0.673,10.7,32.2,14.2,7.48,2.14,16.3,19.1
81,Florida State,30,13,17,0.433,8.52,11.97,5.0,11.0,7,7,3,8,70.6,73.3,40.7,25.5,57.4,0.445,5.93,17.5,0.339,13.7,20.7,0.66,11.7,32.2,14.9,8.8,2.87,15.7,20.0
82,Fordham,27,12,15,0.444,-1.58,1.94,5.0,11.0,7,4,2,8,66.1,69.6,40.4,22.4,54.8,0.408,5.93,17.9,0.331,15.4,22.1,0.696,13.2,34.2,12.4,8.07,2.07,15.4,21.6
83,Fresno State,33,21,12,0.636,7.48,3.54,9.0,5.0,15,2,4,7,79.8,75.9,,29.7,64.5,0.46,7.64,22.7,0.336,12.8,19.7,0.652,12.6,35.5,18.2,9.82,4.82,14.8,18.7
84,Furman,28,12,16,0.429,-9.96,-6.46,5.0,11.0,8,5,2,10,67.1,69.4,40.5,22.4,52.0,0.43,5.11,16.0,0.318,17.3,25.8,0.668,12.0,36.8,12.9,6.39,2.43,18.3,19.7
85,George Mason NCAA,30,19,11,0.633,4.57,-0.88,13.0,3.0,10,2,5,8,73.8,67.7,40.7,27.5,60.4,0.456,6.5,18.1,0.358,12.2,20.0,0.613,13.7,36.1,13.3,10.1,4.53,14.8,18.3
86,George Washington NCAA,29,20,9,0.69,11.06,5.54,13.0,3.0,12,2,7,5,79.5,74.0,40.0,27.6,66.9,0.413,6.24,20.1,0.31,18.0,24.9,0.723,17.0,39.2,15.2,10.6,3.0,14.5,22.4
87,Georgetown,31,15,16,0.484,8.15,6.35,6.0,12.0,9,6,5,7,68.9,66.4,40.3,24.5,63.1,0.388,4.87,16.1,0.303,15.1,23.3,0.647,18.6,43.1,12.2,11.0,6.16,18.0,19.7
88,Georgia,30,15,15,0.5,8.26,7.26,6.0,10.0,10,4,5,9,71.6,70.6,,25.2,58.0,0.434,8.1,21.8,0.371,13.1,19.1,0.687,12.7,36.2,13.7,6.33,2.53,13.7,19.3
89,Georgia Southern,28,11,17,0.393,-11.58,-6.71,6.0,10.0,8,5,2,9,64.0,66.5,,22.0,54.3,0.405,7.25,20.8,0.349,12.8,18.7,0.685,14.2,36.9,12.0,5.68,2.79,18.1,20.6
90,Georgia State,30,17,13,0.567,-4.37,-7.54,11.0,5.0,10,4,7,7,73.3,69.6,40.2,25.8,57.0,0.453,5.57,16.3,0.341,16.1,22.7,0.708,13.9,36.9,12.7,8.07,4.03,16.5,19.1
91,Georgia Tech,31,15,16,0.484,4.5,9.37,6.0,10.0,10,4,2,8,67.3,72.2,41.0,23.5,57.2,0.411,7.06,21.4,0.33,13.3,21.4,0.621,12.4,36.9,13.6,6.13,5.52,17.3,16.4
92,Gonzaga NCAA,35,28,7,0.8,15.03,2.21,12.0,2.0,12,0,10,5,78.4,65.1,40.0,27.1,57.3,0.474,8.31,20.9,0.399,15.8,21.7,0.725,12.1,37.2,16.3,8.26,3.86,14.3,18.3
93,Grambling,27,6,21,0.222,-20.28,-9.92,5.0,11.0,4,7,2,10,68.9,78.5,,24.5,57.8,0.424,3.67,12.6,0.292,16.2,23.8,0.681,13.4,36.6,11.9,8.26,3.41,19.4,20.0
94,Green Bay,31,20,11,0.645,3.97,-1.06,9.0,5.0,12,2,7,6,62.0,56.0,40.6,21.6,46.4,0.467,7.06,16.8,0.42,11.6,16.7,0.697,7.68,27.2,14.3,5.97,2.1,12.5,16.6
95,Hampton,27,8,19,0.296,-14.36,-9.62,8.0,10.0,3,7,5,9,69.3,74.1,40.2,24.1,55.9,0.431,5.33,15.3,0.348,15.9,22.7,0.701,13.0,38.2,13.3,5.81,5.78,18.3,20.0
96,Hartford,27,11,16,0.407,-13.22,-5.81,9.0,9.0,5,6,4,9,68.6,76.0,,23.4,54.2,0.431,4.48,14.1,0.317,17.4,24.6,0.707,10.6,34.0,11.7,8.74,2.04,19.0,19.6
97,Harvard,26,13,13,0.5,-8.2,-8.4,7.0,7.0,6,5,6,7,70.3,69.5,40.4,25.4,58.5,0.434,7.0,18.6,0.377,12.5,17.0,0.736,11.1,32.1,13.8,7.5,2.92,13.2,18.6
98,Hawaii,26,6,20,0.231,-4.28,3.77,3.0,11.0,6,13,0,7,63.8,71.3,,24.5,53.3,0.461,3.58,10.9,0.327,11.2,16.8,0.662,11.1,30.5,14.2,6.62,4.31,18.1,20.0
99,Hofstra,32,22,10,0.688,1.11,-4.06,14.0,4.0,11,0,7,7,66.6,60.4,,23.5,53.8,0.438,6.06,16.2,0.375,13.5,19.6,0.689,11.6,35.3,12.9,6.91,3.72,14.5,16.8
100,Holy Cross,27,7,20,0.259,-17.49,-7.34,3.0,9.0,6,5,1,12,57.1,67.0,40.0,20.2,50.4,0.401,4.85,15.5,0.313,11.9,18.2,0.65,9.7,31.8,11.5,7.41,2.85,16.9,19.1
101,Houston,27,10,17,0.37,-2.39,5.53,5.0,11.0,6,6,3,10,70.9,78.8,,25.0,60.6,0.413,5.44,16.3,0.333,15.4,23.3,0.66,14.6,39.0,10.8,6.44,3.59,18.0,19.6
102,Howard,27,2,25,0.074,-25.66,-9.15,2.0,16.0,2,10,0,14,60.9,77.4,40.2,20.4,54.4,0.375,5.59,16.3,0.343,14.4,22.0,0.658,12.2,32.8,11.6,7.07,0.85,20.6,20.0
103,Idaho,27,16,11,0.593,0.1,-1.91,11.0,5.0,10,2,4,8,73.3,70.2,40.0,25.1,58.7,0.427,7.04,19.9,0.354,16.1,23.1,0.696,13.7,36.7,13.4,8.74,2.07,15.4,19.0
104,Idaho State,26,6,20,0.231,-11.37,-1.01,4.0,12.0,5,7,1,13,64.2,73.2,40.2,23.7,56.1,0.422,4.54,12.7,0.359,12.3,20.2,0.613,12.4,35.2,13.4,5.69,2.31,15.9,19.3
105,Illinois,32,14,18,0.438,10.6,11.88,3.0,13.0,5,8,3,6,61.5,62.8,,22.0,56.0,0.394,5.16,14.9,0.346,12.3,18.7,0.654,14.3,36.9,11.8,8.41,3.34,17.7,19.6
106,Illinois State,31,16,15,0.516,5.8,4.73,7.0,11.0,10,6,2,8,69.1,68.1,40.2,24.1,52.5,0.458,5.39,14.3,0.376,15.5,21.2,0.735,9.84,33.9,14.6,7.23,3.71,15.9,18.2
107,Illinois-Chicago,28,7,21,0.25,-6.88,1.55,2.0,12.0,4,8,2,12,58.3,66.8,,19.6,53.8,0.365,4.5,14.1,0.319,14.5,21.0,0.692,13.1,33.7,11.1,7.0,1.29,15.9,20.0
108,Indiana NCAA,34,23,11,0.676,17.21,11.35,9.0,7.0,11,3,5,4,75.4,69.6,41.2,27.1,57.8,0.469,5.68,15.7,0.361,15.5,22.3,0.697,10.9,35.3,16.6,7.62,3.38,14.9,17.3
109,Indiana State,27,15,12,0.556,7.92,3.96,10.0,8.0,10,3,5,8,69.1,65.2,40.2,24.7,56.4,0.438,5.89,17.3,0.34,13.9,20.6,0.673,11.3,34.9,14.0,8.41,3.7,13.6,18.0
110,Iona,30,16,14,0.533,-1.96,-3.24,12.0,6.0,6,6,9,4,76.2,74.3,40.2,27.5,61.9,0.445,4.8,16.1,0.298,16.4,25.0,0.654,14.5,42.0,17.1,8.1,7.33,17.6,20.5
111,Iowa NCAA,30,20,10,0.667,15.37,11.44,9.0,7.0,12,3,5,5,73.9,70.0,40.0,24.7,53.4,0.463,6.27,16.8,0.373,18.2,26.0,0.701,13.3,34.9,15.2,8.93,2.67,17.7,18.1
112,Iowa State,30,15,15,0.5,5.46,5.74,6.0,10.0,12,3,1,9,62.9,60.8,,22.3,52.7,0.423,4.37,13.4,0.325,14.0,19.9,0.701,11.2,35.8,11.9,5.8,2.57,12.9,16.1
113,IU Indy,27,11,16,0.407,-9.72,-4.95,6.0,8.0,7,6,4,10,67.9,69.9,40.4,23.4,55.3,0.423,6.11,15.1,0.405,15.0,22.0,0.683,11.6,32.6,11.6,7.85,1.74,14.9,17.5
114,Jackson State,28,16,12,0.571,-12.28,-9.28,11.0,5.0,9,2,7,10,68.8,69.3,,24.4,59.1,0.412,4.89,15.6,0.314,15.2,25.7,0.59,15.3,41.0,13.9,7.25,4.64,18.6,20.1
115,Jacksonville,27,12,15,0.444,-11.67,-8.17,7.0,9.0,6,6,4,9,65.6,67.4,40.2,23.6,55.4,0.425,4.56,16.3,0.28,13.9,20.3,0.687,11.2,32.4,12.6,9.33,3.19,17.9,16.0
116,Jacksonville State,26,8,18,0.308,-17.35,-8.14,3.0,13.0,5,6,3,12,63.3,70.7,,22.8,55.6,0.409,5.73,17.1,0.336,12.1,18.9,0.64,11.9,36.0,12.1,6.73,2.27,16.9,18.2
117,James Madison,27,16,11,0.593,0.99,-4.56,9.0,7.0,10,4,6,6,71.7,66.1,40.7,24.8,57.7,0.43,6.74,19.6,0.345,15.4,23.2,0.665,13.0,38.1,12.2,5.59,3.3,13.3,17.6
118,Kansas NCAA,33,23,10,0.697,16.3,9.17,11.0,5.0,10,3,6,5,72.1,64.5,40.3,26.5,59.1,0.448,5.0,14.6,0.342,14.2,21.5,0.66,14.0,40.9,15.8,8.03,4.3,15.6,17.9
119,Kansas City,30,8,22,0.267,-8.47,-2.77,3.0,11.0,4,9,2,11,71.0,75.5,40.3,25.0,57.1,0.438,4.7,14.2,0.332,16.2,23.1,0.701,11.9,36.7,14.3,6.53,1.6,15.6,19.5
120,Kansas State,33,20,13,0.606,10.31,5.47,7.0,9.0,13,3,4,7,69.2,64.0,40.5,24.4,56.5,0.431,5.09,15.1,0.338,15.3,23.2,0.661,13.7,42.5,14.5,6.39,4.42,16.4,17.9
121,Kent State NCAA,30,23,7,0.767,7.22,2.72,13.0,5.0,12,1,9,5,71.9,63.5,40.2,26.1,58.5,0.446,5.6,16.2,0.346,14.1,20.7,0.684,13.0,34.9,15.4,9.2,3.07,13.9,18.6
122,Kentucky NCAA,37,28,9,0.757,22.71,10.01,11.0,5.0,12,1,4,5,75.4,62.7,40.4,27.9,58.5,0.478,6.11,18.3,0.334,13.4,21.0,0.639,14.2,39.7,16.4,7.73,5.38,14.8,17.0
123,La Salle,28,13,15,0.464,-0.41,1.92,8.0,8.0,9,4,1,9,72.3,74.6,40.7,25.1,59.3,0.424,7.79,22.4,0.347,14.2,20.8,0.682,12.9,37.2,13.4,4.96,4.21,15.0,17.5
124,Lafayette NCAA,30,22,8,0.733,-2.78,-7.32,10.0,2.0,10,2,10,4,72.2,66.2,,23.6,54.7,0.432,7.93,23.3,0.34,17.1,24.3,0.703,10.7,35.7,15.5,8.57,4.13,14.8,19.6
125,Lamar,28,17,11,0.607,-5.85,-9.73,11.0,7.0,10,2,6,8,76.6,70.7,40.4,25.4,59.4,0.427,6.79,17.3,0.392,19.1,25.8,0.739,15.1,43.1,13.7,6.82,2.07,18.0,20.4
126,Lehigh,28,6,22,0.214,-20.1,-7.71,0.0,12.0,3,12,2,9,63.0,72.3,,22.0,54.6,0.404,3.61,12.3,0.293,15.4,22.6,0.679,12.3,35.3,13.1,6.5,1.86,17.2,21.7
127,Liberty,27,4,23,0.148,-24.5,-7.1,0.0,10.0,4,9,0,14,72.6,83.7,,26.4,59.8,0.442,5.85,16.3,0.359,13.9,20.6,0.673,12.6,33.8,14.3,9.93,1.7,18.8,21.6
128,Little Rock,27,12,15,0.444,-7.74,-2.94,5.0,9.0,8,3,3,10,66.3,70.5,40.2,24.0,51.5,0.466,6.44,17.0,0.38,11.9,17.1,0.691,9.44,31.9,12.7,4.74,2.3,14.4,14.1
