Rk,School,G,W,L,W-L%,SRS,SOS,,Conf_W,Conf_L,,Home_W,Home_L,,Away_W,Away_L,,Tm.,Opp.,,Opp_Pace,Opp_ORtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_TRB%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_eFG%,Opp_TOV%,Opp_ORB%,Opp_FT/FGA
127,Jacksonville State,30,11,19,0.367,-8.18,-4.22,,7.0,11.0,,10,7,,1,12,,2088,2144,,68.1,104.5,0.397,0.304,0.534,50.9,55.9,10.6,7.7,0.498,16.7,33.9,0.272
128,James Madison,33,13,20,0.394,-4.96,-1.52,,4.0,14.0,,9,5,,2,13,,2210,2307,,67.8,103.1,0.311,0.299,0.507,50.9,54.8,11.4,7.0,0.474,14.9,35.1,0.217
129,Kansas NCAA,36,33,3,0.917,24.68,8.25,,15.0,1.0,,18,0,,9,2,,2937,2312,,69.4,91.9,0.314,0.323,0.47,45.4,55.1,9.3,9.1,0.432,16.9,31.7,0.215
130,Kansas City,30,12,18,0.4,-13.88,-4.75,,6.0,12.0,,7,7,,5,10,,2002,2106,,67.1,104.7,0.488,0.293,0.575,51.4,52.3,8.7,11.7,0.533,19.1,28.9,0.351
131,Kansas State NCAA,37,29,8,0.784,19.88,10.28,,11.0,5.0,,13,3,,7,2,,2949,2584,,71.2,96.8,0.469,0.302,0.519,47.1,51.6,9.6,8.4,0.47,20.0,33.9,0.328
132,Kennesaw State,33,13,20,0.394,-10.08,-3.69,,7.0,13.0,,8,6,,3,12,,2182,2314,,66.7,104.4,0.293,0.323,0.527,51.5,58.3,10.9,7.4,0.504,17.7,38.8,0.191
133,Kent State,34,24,10,0.706,5.28,0.74,,13.0,3.0,,14,2,,9,6,,2382,2213,,67.1,96.3,0.373,0.343,0.522,49.5,56.5,8.4,8.7,0.483,19.8,30.4,0.263
134,Kentucky NCAA,38,35,3,0.921,21.13,6.82,,14.0,2.0,,18,0,,7,2,,3012,2468,,70.0,91.9,0.297,0.338,0.467,44.6,47.8,9.7,7.8,0.431,16.7,31.8,0.204
135,La Salle,30,12,18,0.4,-0.28,2.46,,4.0,12.0,,6,7,,4,8,,2111,2193,,69.1,105.8,0.335,0.335,0.525,47.0,59.7,11.8,9.3,0.494,14.4,33.4,0.228
136,Lafayette,32,19,13,0.594,-7.96,-8.99,,8.0,6.0,,13,3,,6,10,,2320,2287,,67.7,105.1,0.287,0.346,0.545,53.4,51.5,8.7,7.3,0.523,18.2,35.3,0.193
137,Lamar,32,14,18,0.438,-11.11,-4.22,,5.0,11.0,,13,5,,1,13,,2200,2288,,70.0,101.8,0.361,0.301,0.527,46.4,58.3,11.8,9.4,0.496,16.9,30.8,0.243
138,Lehigh NCAA,33,22,11,0.667,-3.33,-7.79,,10.0,4.0,,15,2,,7,8,,2478,2331,,70.0,100.2,0.309,0.349,0.52,49.1,57.3,9.4,8.7,0.487,16.8,29.5,0.219
139,Liberty,31,15,16,0.484,-13.22,-7.25,,10.0,8.0,,8,6,,5,9,,2093,2114,,68.6,99.3,0.321,0.38,0.508,48.6,61.2,10.7,7.5,0.484,16.7,31.2,0.203
140,Lipscomb,30,17,13,0.567,-2.07,-3.07,,14.0,6.0,,9,5,,8,7,,2373,2255,,70.8,105.2,0.308,0.349,0.549,48.0,54.1,9.1,9.3,0.533,16.8,31.8,0.194
141,Little Rock,30,8,22,0.267,-10.06,-2.23,,4.0,14.0,,8,6,,0,14,,2028,2194,,67.2,108.0,0.389,0.381,0.544,51.0,60.3,7.7,9.5,0.508,15.1,31.9,0.272
142,Long Beach State,33,17,16,0.515,-0.42,1.55,,8.0,8.0,,8,3,,6,10,,2344,2347,,70.2,100.2,0.324,0.321,0.525,51.3,52.0,8.4,8.1,0.493,18.5,34.1,0.224
143,Long Island University,31,14,17,0.452,-11.56,-8.25,,11.0,7.0,,10,3,,4,13,,2162,2225,,68.2,103.2,0.315,0.335,0.52,48.8,56.1,9.6,12.3,0.493,15.6,32.1,0.21
144,Longwood,31,12,19,0.387,-14.69,-3.74,,,,,9,3,,3,14,,2297,2437,,74.6,105.3,0.459,0.259,0.562,52.1,49.5,9.7,10.2,0.527,18.9,33.9,0.314
145,Louisiana,30,13,17,0.433,-4.74,-4.74,,10.0,8.0,,10,4,,3,12,,2043,2025,,67.0,100.8,0.472,0.304,0.528,52.1,47.6,7.1,5.5,0.481,18.8,35.2,0.331
146,Louisiana State,31,11,20,0.355,0.97,5.93,,2.0,14.0,,11,7,,0,9,,1905,2059,,64.0,103.3,0.368,0.351,0.522,49.3,45.6,10.8,10.2,0.491,16.3,33.5,0.245
147,Louisiana Tech,35,24,11,0.686,2.89,-0.4,,9.0,7.0,,12,2,,9,8,,2557,2442,,68.6,101.0,0.284,0.322,0.522,48.3,49.1,9.6,7.0,0.493,16.9,31.8,0.197
148,Louisiana-Monroe,31,12,19,0.387,-10.75,-5.3,,6.0,12.0,,8,6,,3,12,,2108,2224,,68.0,105.5,0.406,0.329,0.56,48.7,56.9,10.2,10.1,0.526,18.2,32.8,0.284
149,Louisville NCAA,33,20,13,0.606,14.08,7.99,,11.0,7.0,,15,4,,4,7,,2505,2304,,67.9,101.7,0.41,0.322,0.526,48.7,56.5,9.6,5.9,0.485,18.7,36.9,0.288
150,Loyola (IL),30,14,16,0.467,-4.85,0.56,,5.0,13.0,,9,6,,5,10,,1945,2017,,64.1,104.4,0.312,0.348,0.524,48.1,57.0,10.3,8.9,0.492,15.1,31.8,0.22
151,Loyola (MD),30,13,17,0.433,-5.23,-4.09,,6.0,12.0,,6,7,,7,9,,1949,1983,,66.3,99.3,0.458,0.28,0.498,50.0,51.0,10.7,10.2,0.444,16.5,35.6,0.326
152,Loyola Marymount,34,18,16,0.529,-1.47,1.32,,7.0,7.0,,9,6,,6,8,,2578,2581,,70.4,107.0,0.408,0.297,0.542,50.4,52.5,8.9,8.0,0.498,16.4,35.2,0.298
153,Maine,30,19,11,0.633,-6.53,-6.26,,11.0,5.0,,9,3,,10,7,,1931,1864,,66.2,93.4,0.293,0.366,0.486,49.5,58.3,10.0,11.2,0.454,18.4,31.6,0.201
154,Manhattan,31,11,20,0.355,-4.68,-2.97,,4.0,14.0,,6,8,,4,12,,2031,2084,,67.7,98.9,0.417,0.331,0.512,52.3,54.9,7.5,8.7,0.468,18.2,34.2,0.291
155,Marist,30,1,29,0.033,-17.21,-2.85,,1.0,17.0,,1,12,,0,16,,1684,2115,,63.7,110.1,0.375,0.357,0.554,54.8,52.0,11.8,12.8,0.522,15.8,34.6,0.262
156,Marquette NCAA,34,22,12,0.647,15.17,8.23,,11.0,7.0,,13,4,,6,5,,2485,2198,,64.4,99.0,0.294,0.289,0.524,51.0,56.4,8.6,10.3,0.497,18.9,33.0,0.2
157,Marshall,34,24,10,0.706,7.8,1.57,,11.0,5.0,,15,4,,8,5,,2717,2347,,70.6,96.7,0.339,0.285,0.482,48.3,49.1,8.8,6.5,0.441,15.8,33.4,0.238
158,Maryland NCAA,33,24,9,0.727,17.75,7.95,,13.0,3.0,,15,1,,7,3,,2629,2254,,70.2,96.2,0.293,0.317,0.482,49.6,47.5,7.9,7.5,0.448,17.6,36.6,0.203
159,Maryland-Baltimore County,30,4,26,0.133,-16.92,-6.19,,3.0,13.0,,0,13,,4,12,,1893,2215,,66.5,110.1,0.398,0.349,0.544,56.8,55.3,8.2,12.0,0.506,15.8,37.5,0.28
160,Maryland-Eastern Shore,32,11,21,0.344,-16.18,-7.38,,8.0,8.0,,6,6,,4,12,,1945,2216,,66.0,104.6,0.366,0.335,0.521,49.7,53.2,9.6,7.9,0.493,15.4,33.2,0.239
161,Massachusetts,32,12,20,0.375,-1.76,3.4,,5.0,11.0,,7,6,,3,11,,2262,2396,,70.3,105.7,0.377,0.319,0.529,48.2,60.9,9.6,12.2,0.498,14.9,32.6,0.252
162,McNeese State,30,10,20,0.333,-11.82,-4.34,,5.0,11.0,,7,5,,3,13,,2032,2106,,66.8,105.1,0.515,0.344,0.549,49.5,55.5,11.0,8.5,0.5,18.2,35.6,0.364
163,Memphis,34,24,10,0.706,11.74,3.65,,13.0,3.0,,17,3,,6,4,,2565,2233,,67.1,97.9,0.412,0.279,0.51,51.7,52.5,7.5,10.5,0.465,18.9,36.3,0.289
164,Mercer,33,16,17,0.485,-5.05,-1.2,,10.0,10.0,,10,6,,4,11,,2514,2478,,70.7,105.8,0.354,0.32,0.529,48.4,49.5,10.2,10.7,0.495,15.0,32.9,0.246
165,Miami (FL),33,20,13,0.606,11.35,7.01,,4.0,12.0,,12,4,,2,8,,2390,2136,,66.9,96.7,0.356,0.35,0.504,47.7,56.6,10.8,9.1,0.464,17.4,31.7,0.249
166,Miami (OH),32,14,18,0.438,0.56,1.43,,9.0,7.0,,10,3,,2,13,,1996,2024,,61.0,102.4,0.367,0.314,0.51,50.9,54.7,11.0,11.2,0.472,14.5,32.2,0.253
167,Michigan,32,15,17,0.469,10.04,9.37,,7.0,11.0,,10,6,,3,8,,2059,1970,,62.2,98.3,0.252,0.326,0.518,52.9,57.2,8.2,9.7,0.495,19.2,34.2,0.17
168,Michigan State NCAA,37,28,9,0.757,15.33,8.17,,14.0,4.0,,15,2,,8,4,,2658,2361,,65.9,96.5,0.314,0.37,0.503,43.7,55.7,9.9,6.2,0.466,16.4,28.4,0.223
169,Middle Tennessee,33,19,14,0.576,-1.99,-3.33,,13.0,5.0,,12,4,,7,8,,2282,2135,,66.5,97.3,0.5,0.336,0.541,48.5,50.4,8.2,7.9,0.501,19.9,26.5,0.337
170,Milwaukee,34,20,14,0.588,1.23,0.52,,10.0,8.0,,10,4,,7,8,,2370,2314,,66.8,101.2,0.331,0.338,0.527,47.5,49.3,9.7,7.5,0.493,15.2,26.6,0.232
171,Minnesota NCAA,35,21,14,0.6,15.64,7.32,,9.0,9.0,,14,3,,3,7,,2533,2242,,65.7,96.5,0.328,0.377,0.498,48.8,58.9,9.9,6.9,0.465,18.1,32.4,0.223
172,Mississippi,35,24,11,0.686,13.46,5.77,,9.0,7.0,,15,4,,6,4,,2743,2474,,70.4,99.1,0.382,0.327,0.503,48.9,56.5,8.2,9.6,0.464,16.7,33.1,0.261
173,Mississippi State,36,24,12,0.667,12.55,4.6,,9.0,7.0,,13,4,,5,6,,2622,2336,,67.8,94.7,0.248,0.318,0.468,48.7,48.2,9.6,9.6,0.44,14.1,30.3,0.165
174,Mississippi Valley State,32,9,23,0.281,-19.69,-9.88,,8.0,10.0,,6,3,,3,15,,2057,2315,,69.9,102.7,0.414,0.354,0.544,51.3,57.6,11.0,9.6,0.514,18.7,33.0,0.274
175,Missouri NCAA,34,23,11,0.676,17.39,6.36,,10.0,6.0,,16,2,,4,6,,2627,2252,,71.0,92.6,0.389,0.309,0.503,52.0,49.3,8.4,7.5,0.459,22.7,38.1,0.274
176,Missouri State,36,24,12,0.667,7.57,1.4,,8.0,10.0,,19,2,,4,9,,2572,2350,,64.5,100.2,0.368,0.32,0.532,47.4,50.1,9.1,9.7,0.493,17.4,27.9,0.262
177,Monmouth,31,12,19,0.387,-11.2,-7.82,,8.0,10.0,,8,6,,4,11,,1976,2065,,66.9,99.5,0.395,0.359,0.534,51.7,60.5,11.4,11.6,0.502,19.3,32.1,0.265
178,Montana NCAA,32,22,10,0.688,3.93,-2.35,,10.0,6.0,,14,2,,7,7,,2228,1960,,63.4,96.6,0.368,0.304,0.504,47.8,46.2,8.9,7.4,0.472,17.2,29.4,0.241
179,Montana State,29,15,14,0.517,-3.18,-2.45,,10.0,6.0,,9,5,,6,9,,1992,1962,,65.1,103.9,0.373,0.347,0.533,53.0,51.0,8.5,9.2,0.49,17.2,34.3,0.275
180,Morehead State,35,24,11,0.686,3.51,-3.07,,15.0,3.0,,15,2,,7,7,,2505,2216,,66.2,95.0,0.452,0.359,0.533,44.2,59.3,10.5,9.4,0.494,21.2,27.3,0.307
181,Morgan State NCAA,37,27,10,0.73,-1.18,-6.15,,15.0,1.0,,11,1,,12,7,,2813,2606,,70.0,99.3,0.432,0.259,0.507,47.6,47.7,8.3,9.5,0.465,17.1,34.7,0.291
182,Mount St. Mary's,31,16,15,0.516,-4.38,-6.28,,12.0,6.0,,10,3,,6,12,,2045,1959,,67.1,93.4,0.317,0.278,0.487,51.5,50.6,8.8,7.5,0.451,19.2,34.3,0.217
183,Murray State NCAA,36,31,5,0.861,8.69,-3.89,,17.0,1.0,,15,0,,11,4,,2753,2175,,68.0,88.8,0.336,0.298,0.477,45.3,52.6,9.6,7.2,0.436,20.9,32.5,0.233
184,Navy,30,13,17,0.433,-12.01,-7.91,,7.0,7.0,,10,4,,3,12,,2138,2261,,72.0,103.4,0.457,0.318,0.548,54.4,59.4,8.5,10.2,0.506,19.4,35.1,0.322
185,NC State,36,20,16,0.556,8.47,7.3,,5.0,11.0,,10,7,,5,8,,2398,2322,,65.7,97.9,0.366,0.263,0.497,50.4,48.8,11.0,9.6,0.463,16.9,34.4,0.24
186,Nebraska,33,15,18,0.455,6.6,6.66,,2.0,14.0,,12,6,,1,10,,2194,2169,,64.9,100.5,0.416,0.372,0.538,50.3,54.3,8.7,10.2,0.5,18.7,29.5,0.289
187,Nevada,34,21,13,0.618,6.5,2.56,,11.0,5.0,,15,1,,5,10,,2703,2551,,70.4,105.8,0.315,0.275,0.52,48.7,54.7,8.3,6.2,0.486,13.4,31.8,0.225
188,Nevada-Las Vegas NCAA,34,25,9,0.735,12.57,4.82,,11.0,5.0,,15,4,,9,3,,2485,2168,,67.4,93.9,0.476,0.342,0.509,50.5,50.8,7.1,7.3,0.455,20.1,30.7,0.337
189,New Hampshire,30,13,17,0.433,-9.54,-6.29,,6.0,10.0,,9,4,,3,12,,1825,1873,,64.7,95.7,0.428,0.28,0.506,49.4,46.0,8.6,10.0,0.459,18.0,29.6,0.3
190,New Mexico NCAA,35,30,5,0.857,12.49,3.84,,14.0,2.0,,17,1,,10,2,,2655,2352,,67.7,98.6,0.35,0.398,0.525,46.4,56.7,8.2,7.6,0.495,17.5,27.1,0.235
191,New Mexico State NCAA,34,22,12,0.647,2.06,1.66,,11.0,5.0,,12,3,,7,8,,2662,2639,,72.1,107.7,0.32,0.346,0.539,51.4,57.8,7.8,7.1,0.51,15.6,34.1,0.22
192,New Orleans,30,8,22,0.267,-13.5,-4.5,,3.0,15.0,,6,7,,2,11,,1778,1986,,65.4,100.9,0.429,0.316,0.541,50.8,57.2,10.5,9.9,0.504,18.5,29.3,0.294
193,Niagara,33,18,15,0.545,0.32,-2.5,,9.0,9.0,,8,3,,6,8,,2382,2289,,69.2,98.7,0.333,0.298,0.498,52.0,49.4,8.6,9.6,0.464,17.5,36.8,0.226
194,Nicholls State,30,11,19,0.367,-10.99,-2.61,,7.0,9.0,,9,2,,2,12,,1967,2114,,64.7,107.5,0.546,0.316,0.609,53.8,52.3,9.3,8.0,0.581,22.2,31.9,0.372
195,NJIT,31,10,21,0.323,-19.59,-8.24,,4.0,8.0,,8,5,,1,15,,1905,2070,,69.1,96.6,0.424,0.331,0.524,52.4,55.0,10.9,12.4,0.476,20.0,31.8,0.307
196,Norfolk State,30,11,19,0.367,-11.89,-6.42,,9.0,7.0,,6,4,,5,11,,2119,2260,,72.6,102.1,0.472,0.329,0.516,49.9,52.9,10.1,9.0,0.479,17.0,35.2,0.306
197,North Carolina,37,20,17,0.541,10.14,9.83,,5.0,11.0,,14,5,,4,8,,2758,2661,,72.4,98.6,0.245,0.347,0.499,46.6,54.1,11.8,9.5,0.471,16.0,32.7,0.171
198,North Carolina A&T,33,11,22,0.333,-12.02,-5.66,,6.0,10.0,,7,6,,3,15,,2241,2376,,71.1,100.9,0.332,0.373,0.517,52.3,54.4,10.5,10.5,0.48,17.8,35.1,0.238
199,North Carolina Central,29,7,22,0.241,,,,,,,3,3,,0,16,,1748,2043,,68.5,102.4,0.389,0.305,0.556,53.8,64.2,11.4,9.3,0.527,21.7,37.8,0.264
200,North Dakota,31,8,23,0.258,,,,5.0,7.0,,3,5,,2,8,,1941,2225,,66.0,107.9,0.48,0.448,0.563,51.2,64.6,12.4,9.7,0.518,16.8,30.1,0.347
201,North Dakota State,29,11,18,0.379,-8.53,-5.76,,8.0,10.0,,6,8,,5,9,,2047,2087,,69.2,101.8,0.375,0.282,0.522,49.0,48.4,9.2,11.8,0.481,15.1,29.0,0.268
202,North Florida,31,13,18,0.419,-9.53,-2.11,,8.0,12.0,,5,7,,5,10,,1830,2019,,64.3,100.8,0.429,0.288,0.514,53.3,52.5,11.8,10.5,0.473,17.9,36.3,0.29
203,North Texas NCAA,33,24,9,0.727,-2.49,-4.72,,13.0,5.0,,12,2,,9,6,,2437,2303,,68.8,99.9,0.321,0.267,0.512,47.3,44.1,10.3,11.0,0.476,15.7,30.0,0.226
204,Northeastern,33,20,13,0.606,6.48,2.21,,14.0,4.0,,9,4,,8,6,,2124,1983,,61.4,96.7,0.289,0.289,0.498,52.3,50.2,9.5,8.6,0.462,18.8,36.7,0.21
205,Northern Arizona,28,14,14,0.5,-7.54,-2.35,,8.0,8.0,,8,4,,6,10,,1965,2003,,67.7,103.4,0.384,0.322,0.542,49.3,53.7,10.9,7.9,0.511,16.6,29.1,0.258
206,Northern Colorado,33,25,8,0.758,2.06,-4.26,,12.0,4.0,,13,2,,9,4,,2426,2202,,67.5,98.5,0.408,0.355,0.537,49.4,49.7,8.5,9.5,0.497,20.2,29.6,0.289
207,Northern Illinois,30,10,20,0.333,-7.64,-2.05,,6.0,10.0,,7,7,,3,13,,2017,2158,,69.6,102.9,0.469,0.319,0.537,48.5,51.3,10.3,8.8,0.497,16.8,30.7,0.32
208,Northern Iowa NCAA,35,30,5,0.857,12.03,4.27,,15.0,3.0,,14,0,,9,3,,2216,1929,,59.4,92.8,0.288,0.36,0.498,48.0,45.2,7.8,6.4,0.466,18.0,26.8,0.199
209,Northwestern,34,20,14,0.588,8.32,4.99,,7.0,11.0,,15,4,,2,9,,2351,2238,,62.8,103.6,0.417,0.384,0.529,51.7,66.5,8.9,12.2,0.483,17.2,34.1,0.301
210,Northwestern State,29,10,19,0.345,-14.98,-4.7,,5.0,11.0,,7,7,,3,12,,2186,2333,,75.4,105.3,0.488,0.308,0.541,52.4,54.5,11.5,7.4,0.499,18.2,37.4,0.335
211,Notre Dame NCAA,35,23,12,0.657,13.14,6.22,,10.0,8.0,,17,3,,3,6,,2635,2393,,64.0,105.7,0.278,0.333,0.526,47.4,55.8,9.2,9.1,0.493,13.7,30.5,0.206
212,Oakland NCAA,35,26,9,0.743,-0.64,-2.96,,17.0,1.0,,13,1,,10,7,,2676,2504,,70.5,101.5,0.32,0.269,0.526,46.6,48.2,9.8,8.3,0.499,16.2,30.5,0.215
213,Ohio NCAA,37,22,15,0.595,4.56,-0.03,,7.0,9.0,,13,4,,5,9,,2763,2569,,69.2,98.3,0.354,0.328,0.508,50.5,56.9,8.2,9.3,0.469,18.3,33.7,0.248
214,Ohio State NCAA,37,29,8,0.784,19.49,7.37,,14.0,4.0,,17,1,,6,5,,2740,2274,,65.1,93.8,0.264,0.361,0.501,48.8,55.8,8.2,5.8,0.471,18.9,29.1,0.187
215,Oklahoma,31,13,18,0.419,6.24,7.79,,4.0,12.0,,11,4,,1,10,,2235,2283,,67.9,107.5,0.298,0.333,0.551,50.8,52.2,9.6,10.8,0.521,15.2,30.5,0.215
216,Oklahoma State NCAA,33,22,11,0.667,12.34,6.97,,9.0,7.0,,15,1,,3,7,,2437,2243,,68.6,98.6,0.372,0.342,0.519,49.0,49.4,8.3,9.0,0.481,16.9,27.9,0.259
217,Old Dominion NCAA,36,27,9,0.75,11.39,1.78,,15.0,3.0,,15,0,,9,6,,2415,2069,,62.9,91.0,0.297,0.35,0.486,44.2,53.5,10.2,8.4,0.455,19.3,30.2,0.198
218,Oral Roberts,33,20,13,0.606,-0.88,-3.85,,13.0,5.0,,10,3,,8,8,,2313,2182,,67.6,96.7,0.309,0.283,0.5,46.4,50.9,9.3,8.1,0.472,16.1,28.5,0.203
219,Oregon,32,16,16,0.5,4.0,5.96,,7.0,11.0,,11,8,,4,7,,2237,2247,,67.0,103.1,0.398,0.374,0.549,49.0,55.0,8.6,6.6,0.515,18.5,32.1,0.277
220,Oregon State,32,14,18,0.438,3.76,5.79,,8.0,10.0,,9,7,,4,9,,1929,1989,,63.6,97.8,0.339,0.367,0.523,49.6,53.7,10.8,8.0,0.489,19.4,31.5,0.237
221,Pacific,35,23,12,0.657,2.9,-1.19,,12.0,4.0,,11,4,,12,7,,2297,2133,,62.0,97.6,0.379,0.333,0.503,48.1,49.9,9.3,8.2,0.466,16.0,29.0,0.255
222,Penn State,31,11,20,0.355,6.58,6.32,,3.0,15.0,,7,9,,3,8,,2013,2005,,62.5,103.1,0.291,0.383,0.532,47.6,57.6,9.3,10.2,0.505,14.3,25.5,0.201
223,Pennsylvania,28,6,22,0.214,-13.31,-3.31,,5.0,9.0,,3,10,,3,12,,1751,2031,,64.9,110.8,0.392,0.35,0.578,51.8,56.7,10.9,10.7,0.544,16.6,31.9,0.284
224,Pepperdine,31,7,24,0.226,-8.44,0.94,,3.0,11.0,,5,11,,0,12,,2044,2316,,66.8,110.6,0.421,0.392,0.56,49.7,56.8,9.5,10.2,0.528,14.5,31.3,0.289
225,Pittsburgh NCAA,34,25,9,0.735,14.3,7.39,,13.0,5.0,,17,1,,5,4,,2336,2101,,62.6,96.6,0.338,0.291,0.481,46.4,50.3,8.6,10.4,0.446,14.4,31.2,0.224
226,Portland,32,21,11,0.656,6.35,2.04,,10.0,4.0,,13,2,,5,7,,2306,2117,,65.2,100.6,0.357,0.375,0.532,47.9,52.1,10.6,8.2,0.504,18.2,30.7,0.235
227,Portland State,32,13,19,0.406,-3.49,-1.21,,7.0,9.0,,8,4,,5,12,,2496,2536,,69.1,113.4,0.361,0.306,0.578,52.1,56.5,9.5,6.6,0.545,16.2,37.1,0.263
228,Prairie View,30,16,14,0.533,-15.79,-12.11,,11.0,7.0,,11,3,,5,10,,1930,1865,,68.5,90.0,0.348,0.404,0.483,50.6,56.1,9.3,9.4,0.452,20.2,32.0,0.223
229,Presbyterian,31,5,26,0.161,,,,2.0,16.0,,2,7,,1,18,,1873,2267,,66.1,108.5,0.3,0.332,0.544,55.8,53.1,11.6,11.4,0.515,16.0,36.2,0.213
230,Princeton,31,22,9,0.71,-0.02,-5.56,,11.0,3.0,,11,3,,11,6,,1871,1652,,59.6,88.6,0.368,0.264,0.489,49.0,47.3,9.8,9.9,0.442,20.9,28.4,0.265
231,Providence,31,12,19,0.387,7.04,8.24,,4.0,14.0,,8,9,,4,9,,2554,2547,,74.0,110.7,0.382,0.285,0.552,48.5,55.2,8.0,9.2,0.52,15.4,37.3,0.264
232,Purdue NCAA,35,29,6,0.829,17.52,8.81,,14.0,4.0,,14,2,,8,2,,2467,2144,,66.7,91.5,0.368,0.281,0.494,51.1,51.3,7.8,6.6,0.448,20.2,31.8,0.263
233,Purdue Fort Wayne,31,16,15,0.516,-9.42,-4.73,,9.0,9.0,,10,4,,5,10,,2129,2112,,67.9,99.1,0.383,0.278,0.515,50.7,46.9,8.8,11.6,0.467,16.2,29.7,0.283
234,Quinnipiac,33,23,10,0.697,-3.5,-9.37,,15.0,3.0,,14,1,,8,9,,2415,2194,,68.9,96.5,0.387,0.318,0.506,44.1,50.9,9.1,6.7,0.471,17.7,29.3,0.256
235,Radford,31,19,12,0.613,-6.42,-6.9,,13.0,5.0,,13,3,,6,8,,2217,2127,,71.0,95.5,0.291,0.349,0.485,45.4,55.6,12.2,8.2,0.454,15.1,28.4,0.195
236,Rhode Island,36,26,10,0.722,9.16,3.33,,9.0,7.0,,15,2,,9,6,,2737,2528,,68.8,101.3,0.3,0.262,0.533,51.1,49.1,7.2,6.2,0.509,19.1,36.0,0.2
237,Rice,31,8,23,0.258,-5.72,1.15,,1.0,15.0,,7,10,,1,13,,1983,2161,,67.4,103.0,0.421,0.386,0.549,50.0,59.4,11.2,10.8,0.51,18.6,30.7,0.298
238,Richmond NCAA,35,26,9,0.743,10.03,3.43,,13.0,3.0,,14,1,,7,6,,2427,2196,,65.0,94.5,0.362,0.312,0.486,53.8,45.6,8.2,9.4,0.442,18.9,35.6,0.256
239,Rider,33,17,16,0.515,-3.71,-1.68,,9.0,9.0,,7,6,,8,9,,2295,2362,,69.1,102.5,0.347,0.342,0.534,52.1,56.9,8.8,9.1,0.5,17.3,31.7,0.243
240,Robert Morris NCAA,35,23,12,0.657,-3.71,-6.15,,15.0,3.0,,12,3,,10,7,,2399,2306,,67.6,97.1,0.478,0.382,0.522,48.9,57.0,10.4,9.0,0.469,19.9,32.5,0.344
241,Rutgers,32,15,17,0.469,1.29,5.91,,5.0,13.0,,13,6,,1,9,,2160,2295,,68.1,104.9,0.295,0.288,0.506,52.0,50.9,11.8,8.7,0.477,14.7,38.2,0.199
242,Sacramento State,30,9,21,0.3,-12.41,-2.65,,3.0,13.0,,5,8,,4,12,,1935,2140,,68.6,104.0,0.393,0.342,0.548,53.1,56.6,10.0,8.9,0.505,17.9,31.3,0.291
243,Sacred Heart,29,14,15,0.483,-11.39,-8.72,,7.0,11.0,,9,4,,4,11,,2087,2123,,70.3,103.7,0.391,0.27,0.546,47.7,49.8,11.2,7.0,0.505,17.3,30.3,0.286
244,Saint Francis (PA),30,11,19,0.367,-15.87,-7.08,,9.0,9.0,,9,5,,2,14,,1875,2104,,65.2,107.2,0.415,0.355,0.556,52.5,57.9,11.3,10.7,0.517,17.7,35.0,0.298
245,Saint Joseph's,31,11,20,0.355,-2.13,3.97,,5.0,11.0,,8,5,,2,12,,2141,2330,,70.7,105.5,0.32,0.335,0.534,55.5,57.0,10.0,10.9,0.502,17.0,37.5,0.227
246,Saint Louis,36,23,13,0.639,5.46,2.55,,11.0,5.0,,18,4,,5,6,,2283,2168,,63.4,92.4,0.336,0.245,0.476,51.5,44.9,9.7,8.9,0.439,17.9,32.7,0.227
247,Saint Mary's (CA) NCAA,34,28,6,0.824,13.38,2.2,,11.0,3.0,,14,2,,9,2,,2668,2258,,67.0,98.7,0.3,0.236,0.489,46.8,38.8,8.4,6.3,0.459,13.8,30.9,0.199
248,Saint Peter's,30,16,14,0.533,-2.73,-4.57,,11.0,7.0,,7,7,,9,6,,1863,1808,,65.6,90.3,0.413,0.329,0.47,47.1,53.3,11.3,12.4,0.428,18.7,32.7,0.269
249,Sam Houston NCAA,33,25,8,0.758,3.71,-3.37,,14.0,2.0,,13,1,,7,6,,2616,2284,,70.6,97.3,0.402,0.338,0.523,47.0,68.9,9.0,7.9,0.486,18.9,29.0,0.274
250,Samford,31,11,20,0.355,-7.32,-2.54,,5.0,13.0,,7,7,,4,10,,1789,1881,,57.8,105.1,0.267,0.452,0.521,53.1,54.5,12.1,11.1,0.5,15.7,33.8,0.175
251,San Diego,32,11,21,0.344,-2.6,1.98,,3.0,11.0,,5,9,,3,8,,1996,2119,,63.8,103.0,0.441,0.318,0.55,52.2,51.9,10.8,11.0,0.514,18.3,31.1,0.302
252,San Diego State NCAA,34,25,9,0.735,11.34,4.21,,11.0,5.0,,14,1,,9,7,,2389,2101,,63.9,95.7,0.302,0.348,0.498,45.2,56.4,9.2,8.3,0.465,17.7,31.6,0.209
253,San Francisco,30,12,18,0.4,-3.48,2.82,,7.0,7.0,,9,4,,3,10,,2116,2186,,68.1,104.9,0.336,0.336,0.546,47.3,55.4,10.0,8.3,0.509,15.7,27.1,0.25
254,San Jose State,31,14,17,0.452,-2.06,0.83,,6.0,10.0,,10,4,,4,12,,2289,2342,,67.7,111.1,0.329,0.319,0.533,49.7,58.8,9.4,5.8,0.512,12.5,35.3,0.208
